Nomor laporan,Keterangan Laporan,Foto Laporan,Status laporan,Tanggal lapor,Tanggal ditindaklanjuti,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi
1087927,Trotoar lagi,http://lh3.googleusercontent.com/9uqMqUrkTYA5Y7o7gBuRd6PGtGf0fgDYe4FrzcIpbxXF0FnS2zev4GBmOH7GksfV-PxmyB9GIysKwB--sxNSvmmwXtvg=s480-c,wait,07/12/2017,,Parkir Liar,-6.203574,106.801216,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1090265,Pada parkir di bahu jalan,http://lh3.googleusercontent.com/blvGP7P8hYC8SsgYp34IveE7PFNAMFJbAYKrE1lX3m99MFi9UCnlFUKQAkgGOSZWBBOrdZ20tR-aVLx8upjOEi4wrBWF2g=s480-c,wait,12/12/2017,,Parkir Liar,-6.209439,106.812057,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1094871,Trotoar nya alih fungsi menjadi tempat parkir,http://lh3.googleusercontent.com/2pXTWPaOVI0zevNQtk2m0Fgpgp6okD9LD9C_xx9_SZEgfm1_MRnl3ygUol7vHQAECBMd-VnPDNf7IFjU9hxs3TkCDnTsQQ=s480-c,complete,24/12/2017,28/12/2017,Parkir Liar,-6.183611,106.8125,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1071027,#trotoar #pendestrianfrist,http://qlueinvideos.storage.googleapis.com/59f926ec49cbe.mp4,wait,01/11/2017,,Pelanggaran,-6.198475,106.8141782,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1090230,Trotoar kemana?,http://lh3.googleusercontent.com/1Nrt_j8M2Cb0wXNOU4vNFn8F0BKUyOhzDKzoTSx0hM-obSDeVDQAcCplj0aFHzgFKO6avZlVnGdExxK2z_i6s_5WuTMk=s480-c,wait,12/12/2017,,Pelanggaran,-6.1872061,106.8154201,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1103025,Tukang Ojek cari penumpang di atas Trotoar Pas di Depan Pintu Stasiun Tanah Abng..Haaddeehhhh,http://lh3.googleusercontent.com/_8tcfVQ8PbD-qKQhy6aZJ-Z5SBqPuKMdmPQyUvh-nuTTG84jxZyypahsyPbyGlrdAjO_6nBD2cTFczmcdDN85Ud0Ftg=s480-c,complete,15/01/2018,1/29/18 2:55 AM,Pelanggaran,-6.1853821,106.8109945,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1104126,Motor di trotoar,http://lh3.googleusercontent.com/5iD0i2UoExj_1d4wU34qz_yEZV5qBUM7D-7Me1GjxLK_cpC2vt-LItlbB7wnAxzCOxJHc7baVAL5jYb58siLuUtVZ2ky=s480-c,wait,20/01/2018,,Pelanggaran,-6.1921392,106.8058848,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1053090,Ayo kita bersatu padu mengatasi kemacetan lalin...??\u1f44d\u1f64f\u1f600,http://lh3.googleusercontent.com/xHl_KdGzStP_DqwFqAkfqAFUc67Wa73_DAgoaGgsqCqsiOjLc1rGiLr4OW5pQV2pWZFL6pmxDe4jLEQ2u0UbqHH28SA=s480-c,wait,01/10/2017,,Kemacetan,-6.226878,106.798309,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1053097,Ada apa ya traffic diberhentikan???\u1f600??\u1f64f\u1f44d,http://lh3.googleusercontent.com/XEWEu6wIbYUqhz9jj6YyAcBcEJlFotLvBD06N1U-5FSkgrR8P-C-n2X5922OqeK58SaZfVPMPWldrp-OT0VWJkZxvKzk=s480-c,wait,01/10/2017,,Kemacetan,-6.228788,106.798645,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1053904,"Laporan ke 2, kami sebagai penghuni perumahan pejompongan mau lewat mana sedangkan jalan ini menjadi akses untuk umum untuk memotong jalan ke arah slipi, tolong bpk gubernur dan kadishub dki agar di respon, kami sebagai penghuni perumahan pejompongan juga",http://lh3.googleusercontent.com/ZfrbEUxTOh5bRHDQAkZNgF9Kl04JKF9tfLJXct9PtY1RXg4OOLuWKUjoMVwGWPcSX9PjYhFtwF-n_vxh8j963d38V--v=s480-c,wait,02/10/2017,,Kemacetan,-6.203958,106.80378,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1053914,Dapat info ada bus-bus berhenti di dekat simpang susun semanggi,http://lh3.googleusercontent.com/dxk0II-dx3ak4ikujFDe3EcVe_dqHGwD1DrX_WgQaixu23wiqFZCEkedlWqOixekH_KBxauVjIlhLVQXkGAKpUF3cM5S=s480-c,wait,02/10/2017,,Kemacetan,-6.214659,106.809395,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1054413,gile ye..hampir 1 jam ini... #angkotngetem #lawanarah,http://lh3.googleusercontent.com/A1_XM7z_VWv8Ty-uY2v-XCiNae9UP5sxso2vrEkIo5YNkLgXXlNB-yWEbQ9Uwb1NxJIPn1gi6VwDN6GScKmChYtLNHKd=s480-c,complete,03/10/2017,05/10/2017,Kemacetan,-6.188714,106.811646,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1054462,Parah tanah abang. Begini mulu tiap hari berapa ton liter bahan bakar kebuang sia sia.,http://qlueinvideos.storage.googleapis.com/59d344e878a96.mp4,complete,03/10/2017,05/10/2017,Kemacetan,-6.188469,106.812477,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1054469,#lawanarah. Dan diatas Trotoar.,http://lh3.googleusercontent.com/S7oIIx_iY0OncNwz67QtVpKtj983YFcff4Cd5PMGg20xbE7VUgIFVUNMkjQU7li0M2mxJypxsJTNi1XgpRyHyo_gpzI=s480-c,complete,03/10/2017,05/10/2017,Kemacetan,-6.188524,106.813576,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1055143,"Pasar palmerah, angkot ngetem #angkotngetem",http://lh3.googleusercontent.com/agDbRbduUae7Y0dy0IMvexd-plGDuZPM5muzXnOpn3gRpzBYT_PzzytC-DChwPpUlCQUaeechDdRzmkCmnBvBS8Zn4p2=s480-c,wait,04/10/2017,,Kemacetan,-6.207472,106.795914,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1056414,"Macet parah depan tn abang blok b, sudah 1 jam",http://lh3.googleusercontent.com/FkFEqxDV7XZLrffIBj7yAkFgitAd0AlctV7uavTKQQJ-gSQSbDa1A2JbGmi5u55rXoxLej9_Eiimpuz_31wQm7-01ntAVA=s480-c,complete,06/10/2017,07/10/2017,Kemacetan,-6.188112,106.814873,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1056641,"Postingan ke 3 yg sampai saat ini belum juga ada respon sedikitpun, dengan laporan jalan perumahan menjadi akses untuk jalan tembus dari arah penjernihan menuju arah slipi, mana hak kami sebagai penghuni di lingkungan sekitar, dari bpk menuju ke arah penj",http://lh3.googleusercontent.com/FC7xOcbnF59OnN5WU50ABwywB9HbUSzKaQdz7sj4SXDXiwScdfYx3_kSNAva-TM7U5wFF7D2mORi2ufavXx3cDhS-qYm=s480-c,wait,06/10/2017,,Kemacetan,-6.203948,106.803772,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1058434,Naikin penumpang versi kopaja,http://lh3.googleusercontent.com/t2yszxO1kxkvNW6rbG4UPVdkwv_TW4at5l78xljk8_0v6iwpe48kZm0ijcHBM8y6Kxt9r4hQUfye2K-7gE6H0TTn2ELBJw=s480-c,wait,09/10/2017,,Kemacetan,-6.217409,106.812309,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1058444,"Ditindak donk Pak, jangan didiemin doank. Bikin macet ini",http://lh3.googleusercontent.com/RmJtYAAPsWkY0oR5LYLiTU2o6ggl7N2fKoAvUePKGTk2HqfylErBkZhvcfyQH8uFxVP9AuPTu6cCR60zMPoMJ_OPLdPi=s480-c,complete,09/10/2017,12/10/2017,Kemacetan,-6.202324,106.822708,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1058768,,http://lh3.googleusercontent.com/9ZbQmLFe9tukrsAzUEuyLFST96Pg_QJio_zg77_XiK-PPNdKucEjCI5QNZh4I6HFo57BcHLfreFVonO19FwWnrhY7Tmb=s480-c,complete,09/10/2017,09/10/2017,Kemacetan,-6.188598,106.812019,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1058770,,http://lh3.googleusercontent.com/2FpO19Phajinfcdi7gThzF-Vx_cVgfOjYPXKdmJ7CHKxUNftjJ-1nBu6H3NClKBuZ2w9PtuifC2tII1tgxVUGcitEq1o=s480-c,complete,09/10/2017,09/10/2017,Kemacetan,-6.188642,106.81218,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1058785,Jakarta darurat macet..,http://lh3.googleusercontent.com/Sgy8dEdIpTAh3o_WRPh3G5QOGSEfNK_ZXJDT9wngG4vAs0aTTlHaSt6YXo-7CTO1-BAxpuAyapoMYHWgxg-ElofUnnjr=s480-c,wait,09/10/2017,,Kemacetan,-6.217053,106.810669,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1059052,#angkotngetem#kakilima#parkirliar apa ga bisa di beresin..?,http://lh3.googleusercontent.com/s3HxqVUbHsopkv8WG3iKJmRRHSyNnYHcXCM-6bZGa2WrACHLWBuTpgPUCX_moocaps7XUH-pxC6M9uzHyjTbTI9R6sZpqg=s480-c,complete,09/10/2017,10/10/2017,Kemacetan,-6.186465,106.811157,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1060200,"Macet sekali slipi palmerah, transjakarta pun tidak bisa jalan. #bottleneck #jasamarga #transjakarta",http://lh3.googleusercontent.com/UQOfmSwPC7UeETpmj3QR1yJZ55f5ehI1h7VdE8GZyMZ0_2gK7I6lrfHin8ReUigFCi4ksxSPVQMpA0X5cUEIM9aSEM1P=s480-c,wait,11/10/2017,,Kemacetan,-6.202744,106.799477,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1060564,"Stasiun palmerah, tolong jangan terus melakukan pembiaran. Taxi, grab, gojek ngetem.",http://lh3.googleusercontent.com/2SR8gcbp9srQHmXDswh-0TbCKBdACLbdLAoe9hbGxb_9kKCxszcNs_Hb-0LXT0-62Mpp_Jw219gKMe5QKHt8HMei1cre=s480-c,wait,12/10/2017,,Kemacetan,-6.203336,106.803764,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1060810,Kepada YTH Bpk gubernur Bpk Kadishub DKI Bpk walikota jakpus tolong di respon Laporan ke 4 tapi sampai saat ini belum kunjung ada respon sedikitpun,http://lh3.googleusercontent.com/_bkkWz4QDRr4LoUXFSVhIErVf2mUpux6i0MoRKU37wdAhXMyv7Gmv5X9AGhkqLk_BKKIVtnXkvwJI-dfGisKdIAZ3VDO=s480-c,wait,12/10/2017,,Kemacetan,-6.203996,106.80378,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1061724,#angkotngetem #lawanarah. Tolong di TL. Tiap hari macet. Thanks,http://lh3.googleusercontent.com/8x0jdc4u52cobVS_5SJEHuI4AlarMlSOTga6eOodsJ6B0zj92q36iGPWIW8OfF3YLQqbJrv0auwlR4N8I3JCc1lPMoA=s480-c,wait,14/10/2017,,Kemacetan,-6.188627,106.812904,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1061902,Mana dishub ko ga ads,http://lh3.googleusercontent.com/TlElHZDurcvg4tanpud-UBqHnexvJqsSodaIHs-ewOnXTPaiPUXKGzrTDnFK9szwmkX1DntW1FNxaykfuNWXpwiSxy93=s480-c,process,14/10/2017,,Kemacetan,-6.194205,106.819885,Kebon Kacang,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1062066,"Kemacetan di Thamrin city atau daerah kebon kacang, ke Plaza Indonesia , GI, tersendat ber jam2 setiap hari, apa solusinya.",http://lh3.googleusercontent.com/fc0bBdzisB2W_cRT2Sa_sbCDF_WIY503-iMVf9sE0JIMLCkE22dt5MWktblem729QkzaVdC2MAapGS89NmRc1isrZu-Q=s480-c,wait,14/10/2017,,Kemacetan,-6.196429,106.817574,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1063073,Langganan macet Jakarta,http://lh3.googleusercontent.com/Z88mXcufvZXDLPVdT0cMnKJtTCt_rDTjq0o-SPMzytdkvGsnCzVjHdDRoOvsUHMFahXirsTBiq2hW9rGwLRN4tAxX-LV=s480-c,wait,16/10/2017,,Kemacetan,-6.217247,106.810669,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1063521,Macet TL,http://lh3.googleusercontent.com/IRtUylfL9wQlIDrm9rc5lqnAZOt4lC6QG-HpiDAtrz4Dn3s6t8hhceAViemFH7ekVD0NTxnhkfHB2IPMqINPEBWRxOY=s480-c,complete,17/10/2017,19/10/2017,Kemacetan,-6.183245,106.815811,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1063523,Macet TL,http://lh3.googleusercontent.com/tHlIIezDCVQIgSEg7fchnA1TxKbHi57FA_OdkJ1Iij8W5SnPULrdNTGl8OyovpYIHyu2K9LYSki2i0aGoD8E9mOTNB4=s480-c,complete,17/10/2017,19/10/2017,Kemacetan,-6.183872,106.815475,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1063602,"Gojek Grab ngetem di mulut tangga Stasiun. (maaf foto blur, gaenak kalau ketawan) . itu selalu Macet di Halte. krn Pintu Stasiun , serta Gojek Grab Uber ngetem + Pedafang Liar. tolong di TL. thx",http://lh3.googleusercontent.com/9cg5yNfS9kMfnv4I7xeK8waflnuw0Okie2MjjCtE6Th-sECFyHeo6VKMlWXYfi9P-oL3yoBDz5PJ8vJi8hGtT284To0t=s480-c,wait,17/10/2017,,Kemacetan,-6.208039,106.797333,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1063604,Gojek Grab Ngetem di mulut tangga Stasiun. hampir makan 1/2 Jalan utama. wajar kalo MACET. #angkotngetem #pinturelKA #aparat,http://lh3.googleusercontent.com/800SYY3Snnq0o2EJMRH3f7Itgcmk0dU_Ky2th6-bG9Jp6G-Rm6muAmOSMnP3_casT7_ctTCDV5dabafw6ULjms-UivId=s480-c,wait,17/10/2017,,Kemacetan,-6.208695,106.797081,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1064127,Bikin macet depan pintu masuk gerbang tol senayan arah Grogol. Separatornya di jalur lambat kurang panjang jadi banyak yg motong antrian dari kiri.,http://lh3.googleusercontent.com/8mtUFmFM-PvwNEGWb36OPIYTny8-W296ZEBBsFDtwsOtfiq2QMcC53Fh2gupfR0rd-3hiWViM56Dcipl3DUvmuS8zV1X=s480-c,wait,18/10/2017,,Kemacetan,-6.215062,106.809174,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1064314,Taksi dan ojek online bikin macet,http://lh3.googleusercontent.com/KQR27rMZ8YmoBAboBbfKEz7xxSPy-RntvQTknqXnTgHiFXlRzlCxhtdgTSRhNvSFYZhgX9bGoB0_xiB01LZAAKb3JATi=s480-c,wait,18/10/2017,,Kemacetan,-6.208029,106.797363,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1067343,#angkotngetem,http://lh3.googleusercontent.com/rI2CsjL74fvTfaISXhFDi2sNU95WPcU-xCJvAGeESL7niEYGEKAQ0iQx0zw8vpfYvSO5PZvgbKol-EPHdOCsioYCyL0=s480-c,wait,24/10/2017,,Kemacetan,-6.202352,106.79866,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1067422,Sebelah stasiun palmerah macet parah. Apakah ada petugas yg mengurai kemacetan ini? Angkot dan angkutan online banyak yg ngetem,http://lh3.googleusercontent.com/YYWD_hKf2J0rZe9zcXsW5zixiE6sviP_bAbJbvBvjoVqNGeRnhJiref7AnASlesYmiEDguqXVOItmNoHhiN6hYMJKXnL=s480-c,wait,25/10/2017,,Kemacetan,-6.202883,106.801041,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1067426,Bikin macet,http://lh3.googleusercontent.com/NtkOLNucS2xTvWZnGFhbVgO1XR0k5ZRoWBJ-rrHMGNZHZbWWkjMf4pJW-jx0bHds2A3fYx2MioOoy85K0Hp67PoZagFpJg=s480-c,wait,25/10/2017,,Kemacetan,-6.207799,106.797424,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1067877,"#angkotngetem 102, depan senayan. bikin macet

 @RoufGL4 @eX @pandanganmata @akiballak @garank @djoko311_NEO @MeiSha_NEO   @SANGPELAPOR007    @kelkramatpela  @anonxx @tulkiyem55 @nerada23 @kasatpelDishub @TampanDen @thesafarian1 @buaya46 @Bima_1    @cebon",http://lh3.googleusercontent.com/t7BBI8GrE3ZYtJzzo034oVHVRskcp0EIskfk0IXSPZPh3sTmOy3PL_Ng_MKfiIO_kkqTM9_i_Aosr-y4wUg5-u98l54kqQ=s480-c,wait,25/10/2017,,Kemacetan,-6.227138,106.798401,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1067878,"#angkotngetem 102, ngetem, depan Sency. bikin macet

 @RoufGL4 @eX @pandanganmata @akiballak @garank @djoko311_NEO @MeiSha_NEO   @SANGPELAPOR007    @kelkramatpela  @anonxx @tulkiyem55 @nerada23 @kasatpelDishub @TampanDen @thesafarian1 @buaya46 @Bima_1",http://lh3.googleusercontent.com/DKvIYiRM-qVzZ8QUgixFVvx8R88UCmSXcF4yVduA-jmSWZmr5SA-_lNIyRg7EJFe3FRzp8CuIOTUlvyBocDir8p_Cx0=s480-c,wait,25/10/2017,,Kemacetan,-6.228586,106.79818,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1068423,Petugas lalu lintas tak ada yang jaga.... #lawanarah,http://qlueinvideos.storage.googleapis.com/59f1c95c6f5b8.mp4,wait,26/10/2017,,Kemacetan,-6.201276,106.81543,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1068642,Macet depan DPR #bottleneck,http://lh3.googleusercontent.com/qWNl2GEqUuSlFPyK10RlTFPQEin_9bSNLxJlKVuqgccSeMBPmlB8yuDZTg-RZgu3vtIpxtJp6Tb65iixDxEPkyVJr7ntOw=s480-c,wait,27/10/2017,,Kemacetan,-6.210307,106.805328,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1068712,Taksi ngetem,http://lh3.googleusercontent.com/CbOElOE9W6s2ysK0rTSoQHMpOb5EhYeU9fRZPq9NnVKhg1533hvhiG7pTq1F0MXlO-VwsGY_cJTT0QW35G8BsVCXz3Wr=s480-c,complete,27/10/2017,28/10/2017,Kemacetan,-6.185627,106.815186,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1069362,Ga tau aturan. Coba dicek sim nya,http://lh3.googleusercontent.com/ZQEUWptINiLsVVCHPocV3N2Ad8qRPIoKFuV2yK5mUS93MIPQKMupl1Uq9dsESMFcNdfQt9hjhqOXCbeLNnqWRgFwdlY4mA=s480-c,wait,28/10/2017,,Kemacetan,-6.224366,106.79837,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1070836,Macet nya pintu tol senayan..,http://lh3.googleusercontent.com/qYe0y2dSM6qJcq4QJoXxpTXlXRF66tT8EUEAME1xg0mq7-65WeC2RvN5QXYH0nFiaWrfJCuk4Dije3F3EzQ1PN_baEVn=s480-c,wait,31/10/2017,,Kemacetan,-6.218339,106.811508,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1071571,tanah abang banyak angkutan ngetam,http://lh3.googleusercontent.com/e5J7hxf9O2KfShVglSK_azkJVTvaJWLUKLRgT6DqfBYDa8Rzmx5Mg94SOSIkhsmi5m5lO4BRyvUufANrJrfTsIKTKQ-X=s480-c,complete,02/11/2017,02/11/2017,Kemacetan,-6.188304,106.815102,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1071822,Ohon pak dishub atur kopamilet di sepanjang psr palmerah yg bikin macet #angkotngetem tolong di atur,http://lh3.googleusercontent.com/_2W-_6ga4xaa41zgIfxdER9M2gegB1YsZF_iJgmFL8TpufV74VWg0ml0KeBQhgVSkadYM8SxVxHUUVDfmWHnCXsZPjA=s480-c,complete,03/11/2017,03/11/2017,Kemacetan,-6.205355,106.796623,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1071945,#macetparah arah stasiun sudirman,http://qlueinvideos.storage.googleapis.com/59fbe45bec81a.mp4,wait,03/11/2017,,Kemacetan,-6.202295,106.823021,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1072448,"macet, ujan pada neduh",http://lh3.googleusercontent.com/eOJ8xBU6NupSnYpulcOZ_44a_IY_shCWqJtouoiJi2d1ivZhSn6vkf2NQCobCobHE2F1d-jB_JsiWzBES_UYMsPGjujK=s480-c,complete,04/11/2017,04/11/2017,Kemacetan,-6.20406,106.800438,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1072660,#bottleneck #lampumerahslipi,http://lh3.googleusercontent.com/8uqru8pVFpAGz7_ESOhzsfaC8oOPCPLkELbHSv1xisAsa7o-0h2NzkC8bg5xUUrO-Q2jemjhk_t5bo2xo4KidqbaqscD=s480-c,wait,04/11/2017,,Kemacetan,-6.202674,106.799553,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1074135,"Ni mobil parkir di tempat yg salah, tolong di angkut aja dan sudah sering mobil di tempat sembarangan yg bukan tempatnya, Harus tegas biar jerah, tu plat nomernya di catat",http://lh3.googleusercontent.com/I6PuHxqCK1NU0SWZmievcD1e4XtI7peB9nXgxPRGd_eje4DBeKzt20H6aGG52rCeindIIhd8SIIsvt2bSRexOZ4Tx6TI=s480-c,wait,08/11/2017,,Kemacetan,-6.209336,106.813583,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1074756,Macet total di jl motong menuju benhil. Mohon dishub dki bantu,http://lh3.googleusercontent.com/u12qoPRTet6iCsQZTaH0NmEICAlnylE60CRzNhgoWi1QLe7elfcLuFdnhY_2Vd8-YEl7FVKcUrpGfcPSoZuuGs4wdgY0=s480-c,wait,09/11/2017,,Kemacetan,-6.212227,106.814888,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1075256,"#transjakarta mengakibatkan kemacetan panjang di Sisingamangaraja, karena menumpuk dari halte Bunderan Senayan hingga mengular ke Sisingamangaraja.   Apakah waktu transit harus diefisienkan, atau jumlah armada dikurangi supaya tidak mengular terlalu panja",http://lh3.googleusercontent.com/UJfcisuzSPNdLtNICrWM9f3FYQWkdYk4F3KJ0qiyPdqXEgSg-3ksLDCzHXjWVCksEqpoeCTHiyLtuCXTZ-m0R9-0_MSyNQ=s480-c,wait,10/11/2017,,Kemacetan,-6.228611,106.799446,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1075692,Jangan menyerah thd kesemrawutan...kita pasti bisa...\u1f600\u1f64f\u1f44c\u1f44d,http://lh3.googleusercontent.com/HUdX6IOUJoJqVr0__HC-b7lGWhJBbXDlAEAOi2ef1v1la-N63si1apgqe3g2V5uV24UuNNykPVFu1jRK45Z5GGsRwOBj=s480-c,wait,11/11/2017,,Kemacetan,-6.195193,106.817818,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1075873,Macet ke arah Tanah Abang. #bottleneck Ujungnya ada apa ya kira-kira?,http://lh3.googleusercontent.com/yrZ_HI2lQDHdheOQE156KkaJt8DqXNyKlv8BsZ4l31KzzsmBJWgBSlxJqRw572YGqwQU1Q4T5sxdJV6XXcXgX6nU6w8=s480-c,process,12/11/2017,,Kemacetan,-6.190628,106.815079,Kebon Kacang,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1079651,"Percuma ada petugas dan pos dishub, angkot,bajaj ngetem bodo amat. Bikin macet dpn blok A-B #angkotngetem",http://lh3.googleusercontent.com/J2FhFukuhX1zu-dYTUqEttrBgApmNAzvvx57l2sZOaWjHU0KxTRbzt-9KXTum8C7rzsVKABxouElZaWbiOXrDsh-SGhDgw=s480-c,wait,20/11/2017,,Kemacetan,-6.18752,106.815498,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1080170,Macet TL,http://lh3.googleusercontent.com/55KJwUcWL9u2G5sofu1WSsCK_P5j1VlSqJs4_xmBNr8TubKh8TlF-UO_Syr4BnJozEfBINkZrH6SVNvJoEi505l1JdDfaw=s480-c,wait,21/11/2017,,Kemacetan,-6.200879,106.823181,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1080171,Tanah Abang macet lagi parah penangananya,http://lh3.googleusercontent.com/IBqPspmK_MyFo-G0LX8eUusmj3pEsdbfRAAcQXwm_lOmdWnfnk7u0BSFwYyPTw-sEg6aVURcNLSdSKdQi9QjF9OJwX90Uw=s480-c,complete,21/11/2017,29/01/2018,Kemacetan,-6.182764,106.816513,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
1081483,"Bapak Gubernur DKI JAKARTA yg Terhormat, tolong donk ambil tindakan tegas untuk angkot yg ngetem setiap pagi di Pasar Palmerah, mereka buat pasar palmerah seperti Terminal mereka sendiri,  sekali lagi tolong di atur pak, bapak lihat sendiri aja setiap pag",http://lh3.googleusercontent.com/Hai1UzE2H-u0nnYxjcHyDdyTUwkT6nGs9CVhePjpQP-t-Ik0De_gpBTScgBTli3MrRxu5USPZ-hATnU5gBJTGMPc2S0=s480-c,wait,24/11/2017,,Kemacetan,-6.207027,106.796371,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA
