Nomor laporan,Keterangan Laporan,Foto Laporan,Status laporan,Tanggal lapor,Tanggal ditindaklanjuti,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi,Day,,,
1080519,"#jalanlingkungan masih mengenai hal yg sama parkir liyar,..kemarin belum juga di proses nah sekarang ada lagi yg parkir bahu jalan dan di depan rumah warga tolong kasih himbauan atau tertikan lamgsung",http://lh3.googleusercontent.com/Q0slSiDMgQm0KsuK4PHYaA3Kyyo728CsPNVqu3fpBKDI1l3diignKz61_dl98HUT7dS1oft1ysrPu-BLWlh0aLCQ_E5a=s480-c,complete,22/11/2017,12/12/2017 03:35,Parkir Liar,-6.192936,106.861595,Rawasari,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080570,"Banyak parkir Truck sembarangan naik trotoar
Kasihan pejalan kaki dan alternatif jalan jadi terganggu",http://lh3.googleusercontent.com/s4tdnBTGEiqoSq1JeIglfL4qQDUIXrJXTwluEqy4A8eS6gFxfNnMDvwQVsKYth_94kpgWk93nTL6HKcgmETgvEpej-RX=s480-c,wait,22/11/2017,,Parkir Liar,-6.200724,106.847168,Pegangsaan,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080750,Diatas trotoar,http://lh3.googleusercontent.com/pHQOEFEhQQBW-hj8O4qpNzTAceMYNSlSxnZx28UygeUp65H0sRvRLARPg2gFNOB9PCp87c5rb1CFHCQrDjygIYzmzO0=s480-c,wait,22/11/2017,,Parkir Liar,-6.183209,106.833336,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080768,"Roll royce tiap hari parkir di trotoar #parli
trotoar bukan bagian dari toko",http://lh3.googleusercontent.com/6QWMORK2eEytKuhNcTwBtqjP9zbHeEaDgnMvMyAbQdBYu1rV_OMJI7or5Ol3-7dMzNDmusx0XeEoBCYZd-KYiluWp-te=s480-c,wait,22/11/2017,,Parkir Liar,-6.169585,106.818138,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1081198,Tolong dishub derek yang parkir di trotoar untuk berjalan kaki dan menganggu aksea perjalan kaki terima kasih di percetakan negara Jakarta Pusat,http://lh3.googleusercontent.com/g2BodQwhOaYFvrJPRnI92mFs0jiwMVo0CU_Oqq6X34BgSbjouggEoxd89yZCAddLF4VP4VogP01Pd4tz3J2Iy46YHsU=s480-c,wait,23/11/2017,,Parkir Liar,-6.186902,106.866402,Rawasari,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1081577,parkir ditrotoar buat pejalan kaki #parkirinap derek,http://lh3.googleusercontent.com/61pmd0ezdJnTsqk2HBuQQUXz-ZiQD4m7JnW39b33o_QBfCP3Oxt8OYU7PrsWIcxA5oNvPgaIVQL-C_FshEaFUK5G8sW2fA=s480-c,process,24/11/2017,,Parkir Liar,-6.17554,106.859825,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1081816,#parkirinap ditrotoar buat pejalan kaki,http://lh3.googleusercontent.com/VPtMac4GAGpvClTpQNFc-rq7wdWtCkwVJ6stxaTOaAMekjl5ckycs10-X7CKlWVTSGtZ5JVBF9tZ-8LDzaOQ9XzJNna50Q=s480-c,complete,24/11/2017,11/24/17 11:26 PM,Parkir Liar,-6.173907,106.854309,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1082115,Parkir atas trotoar,http://lh3.googleusercontent.com/eJ8ltWQkY0xJlCn8GaIH1Y58yeqwVW2eKP3VmiJY6kMgF9OBFZS-0OQF9TY7u-nzSxkyf5gTmui0-WngDplwGULw_wg=s480-c,wait,25/11/2017,,Parkir Liar,-6.176422,106.872002,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1082562,Parli bahu jalan,http://lh3.googleusercontent.com/gIzZ4wMld_n3q-YjSNNZ3_uV-UxXUiMI6_ktQdfKnQereExrV0G3JEIz5g7x0XHmg_zTfOSqzj2eq8sHb8-d9ZgVA2S7=s480-c,complete,25/11/2017,12/07/2017 01:06,Parkir Liar,-6.162384,106.843201,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1082564,Trotoar,http://lh3.googleusercontent.com/ncrNhyvAA8yFdZ6uWOMG-DtMNikKoFWBjCjq_8i-hVXUkkYeGR88_AzOFdXySDREYUV4TFde49DFq9AMggrDbvocSgG2bA=s480-c,complete,25/11/2017,12/07/2017 01:05,Parkir Liar,-6.162286,106.84346,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1083209,Pasar petojo parkir di trotoar.trotoar bagus2 buat parkir mobil.mesti ada polisi pagi2.motor menggunakan arus lawan arah. #aparat,http://lh3.googleusercontent.com/H1D-Q0oz_bXzqi13KpfSDkH8EruVVeOelB3XOIxcy6VTVvcDgVQiF-tXlBeJKhBVfELqcJlpmqwPClcJB7VyETTuDffK=s480-c,wait,26/11/2017,,Parkir Liar,-6.16234,106.812347,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1083421,#parkirinap ditrotoar,http://lh3.googleusercontent.com/ubz0A6oysXTcxE4TIG3ZwDMxwsdGceQugh0EpBV5pz6cSCPGUaEoKPsvkBRLVoxCgpnfM82Qzb_NegAKPlwfVRZSeDce=s480-c,complete,27/11/2017,12/06/2017 23:16,Parkir Liar,-6.176139,106.86132,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1083433,parkir diatas trotoar kiri jalan . derek,http://lh3.googleusercontent.com/wKan5nEvOwWLse1GXZUtoZSxsgbkD34yZKtd9BkMBVhvfDjEhgnO5FGELh4W6-T8xAMvgWWEGmeuwWosvyWn98cS99i2AA=s480-c,process,27/11/2017,,Parkir Liar,-6.175579,106.859787,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1083497,#jalanlingkungan mobil bagus tp parkir di trotoar..ada no mobilnya tuh biar malu,http://lh3.googleusercontent.com/B6_qhz1QO5ICyEEV3_Z_Iv-08gGKvQDMtcafm1pza89DiIfsac2AXIUHGk9UaxAFtxE28FVwy_A8WcICwF6yJID-wIykag=s480-c,wait,27/11/2017,,Parkir Liar,-6.163878,106.812767,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1083529,Parli di trotoar,http://lh3.googleusercontent.com/21u0-Kn4ucrUVD8uFO7ht5X5j28WWedzYF8ei7yDvBwR1aPunLnVgu4BcxHWoHZ7WS6bo7qaSoGft4ExoXPfwDR8klU=s480-c,complete,27/11/2017,01/10/2018 10:23,Parkir Liar,-6.194839,106.822449,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1086234,"#aparat parkir di trotoar, pedestwrian untuk jalan kaki. Selalu di buat parkir dan lawan arah.DISHUB MOHON DISIDAK PAGI2",http://lh3.googleusercontent.com/xSQWkmEgIXbIVvybDtg2Ep9liH81OvDSyEA9oT0kUA97hdGQmedDTD534MKSu8ATfJRhwOz0wOz5Usp0fHFVQnwZWYom=s480-c,wait,12/03/2017,,Parkir Liar,-6.16227,106.812309,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1086642,"Trotoar dari arah hotel Millennium dan banyak jadi tempat parkir ilegal, harap ditindak.",http://lh3.googleusercontent.com/RQFrNZDb3LXLJfs91VNvlngNP8cJHfzzWtMK8V10DZsEwGeiFLKXqRk7Go4wBBSmsgeNYyseaWdpNDsuQTchGSeLU5c=s480-c,wait,12/04/2017,,Parkir Liar,-6.185477,106.815742,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1087194,Parkir nya diatas trotoar,http://lh3.googleusercontent.com/bLY1VxnLBs-CGZ-BnSCg7QE-9rl3HMy2S3ljbwNzlYziXsL0Kl4wYQMyuf5DNuNPtLsCJarTDUDEEkre2RlsKGzHV9RP=s480-c,complete,12/05/2017,12/19/17 6:14 AM,Parkir Liar,-6.161889,106.844391,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1087558,Parkir Trotoar..Mengambil hak pejalan kaki.,http://lh3.googleusercontent.com/oyO91UBRcDeaH8jZFLrN3m6CpKZDUe_oVU9dtv9gDWuHArFpEk3hfoO5nTCTFY96ViF8IWXDcI3ufCZqRi19INxhcnI=s480-c,wait,12/06/2017,,Parkir Liar,-6.161404,106.846161,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1087927,Trotoar lagi,http://lh3.googleusercontent.com/9uqMqUrkTYA5Y7o7gBuRd6PGtGf0fgDYe4FrzcIpbxXF0FnS2zev4GBmOH7GksfV-PxmyB9GIysKwB--sxNSvmmwXtvg=s480-c,wait,12/07/2017,,Parkir Liar,-6.203574,106.801216,Petamburan,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1088278,#gojek #grab #uber #angkotngetem setiap pagi. Mengambil trotoar pejalan kaki. #dishub tolong tindak tegas. Persimpangan stasiun gondangdia,http://lh3.googleusercontent.com/_wNjiLK5toEQdsaWlTXBfqb0UzQEMK9gL1tTTvzM7GdGtSJiBy7eofmjBUL2rgY66WrW9GKNbwb5r4Jf0I0TTX8sWie8=s480-c,wait,12/07/2017,,Parkir Liar,-6.185331,106.832115,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1088300,Parkir di trotoar,http://lh3.googleusercontent.com/uO-qHh66fmvvsUXJvapIBq_R3FwGAagVM6F_o15YWNOqbve28w2RQhcp4oPMj4EEV_3YrwNUyEAJZDpdMfZ1GlJuG1ls=s480-c,complete,12/08/2017,12/09/2017 07:16,Parkir Liar,-6.186988,106.856361,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1088457,#parkirinap ditrotoar parkir sembarangan derek,http://lh3.googleusercontent.com/CREQhFNrg0oncnu9-KrHH_1xAPb3bnEk1NskQCMk7tvj3L8qTReXPjO51lzvdniLd2bxB3xJ3PiC8akuNLGGnt3fQFmnKQ=s480-c,complete,12/08/2017,12/08/2017 11:14,Parkir Liar,-6.175581,106.859795,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1088459,#parkirinap ditrotoar derek,http://lh3.googleusercontent.com/WdRgpK_NwLSTvwNd472tBZu56Yyt-Z7ppQGnhb-K93ljaxtCwFmuqzCoWDGiOCRvCrVy_4MuDirqDwc1PGTbF5hgzJh1=s480-c,complete,12/08/2017,12/08/2017 06:59,Parkir Liar,-6.175733,106.859726,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1088462,motor parkir ditrotoar . angkut semua motornya ke monas,http://lh3.googleusercontent.com/KsruE4vdoTeQmyOlJChwNlpw9o-0cASNI6VRrTGpQh8yd0yXmyjSPhxjh5ibwMW2Uzq7jseshzGsrUaM7Wrb-Cqj4XU=s480-c,wait,12/08/2017,,Parkir Liar,-6.170215,106.87027,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1088826,mobil  dan motor banyak parkir ditrotoar depan,http://lh3.googleusercontent.com/klZ0BOo9mvwN09DkLLAgJIuh3SFfEVnoCEZzaqYVQwN_N5tlrRjQ5UBiOJ1YgvLCmB0IrUSad4ebK8O1BJG0x1LnGlwT=s480-c,wait,12/09/2017,,Parkir Liar,-6.169923,106.839134,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1090170,Parkir mantab di trotoar banyak. Sepanjang jln jaksa dpn kelurahan \u1f608\u1f608\u1f608\u1f608\u1f608 #jalanlingkungan #parkirinap,http://lh3.googleusercontent.com/VWGzq_gXGKd5NZP68TcJyrJPuUl-U33Fn0bXTLktrnE-vIklROrji9CZwM2PASPLmApP_pTiguSPlVr7d_K46CRcqDzM=s480-c,wait,12/12/2017,,Parkir Liar,-6.186308,106.829224,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1090265,Pada parkir di bahu jalan,http://lh3.googleusercontent.com/blvGP7P8hYC8SsgYp34IveE7PFNAMFJbAYKrE1lX3m99MFi9UCnlFUKQAkgGOSZWBBOrdZ20tR-aVLx8upjOEi4wrBWF2g=s480-c,wait,12/12/2017,,Parkir Liar,-6.209439,106.812057,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1090493,parkir motor di atas trotoar kiri trotoar .angkut semua motor,http://lh3.googleusercontent.com/KtCS4BZiERk31Be1AYr4apJbgUkhCsWhmHvyFg1vZzJebMupWTASJ2tTinctnFIUn2h2UlTRnU2sMKHnFfbeLGRCWNz5vg=s480-c,wait,13/12/2017,,Parkir Liar,-6.169972,106.870667,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1090621,#parkirinap trotoar,http://lh3.googleusercontent.com/hIk0gS4yGQ1bRhNDp89UywQwR9YEXz9AXLgurdiumAfD4_VRa13ZKazdAyXQ_JOEjE0Qif5uMM2ltx3TNRf7cxP_tahs=s480-c,wait,13/12/2017,,Parkir Liar,-6.171995,106.852478,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1090623,#parkirinap ditrotoar,http://lh3.googleusercontent.com/je5BRFL8rv-3HLKJs4ypFAeR51eO5RuiD6pKa20JwW7UFmpc3IlxX1tQpz3KTZtCu54oeOSyjpMzmZYZUsVxI4eOX7kHvg=s480-c,complete,13/12/2017,12/14/17 7:58 AM,Parkir Liar,-6.171981,106.853058,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1090625,parkir ditrotoar,http://lh3.googleusercontent.com/V-Ptk-yWuj_lCkMz4JBniDhZ7zSmSIF262OqDSYGN4KOhXsQEIKN7kLMVMCzH66qkgTYua5AltD_yqNz1_kcUrXrjAWBKQ=s480-c,complete,13/12/2017,12/14/17 7:49 AM,Parkir Liar,-6.173636,106.854279,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1090890,Parkir dibahu jalan tidak punya garansi mobil dan mikrolet parkir didepan rumah orang.,http://lh3.googleusercontent.com/VbM6x7B4a8UqhtsTCr9j0xI6-QVkdigcyrlOd0UOuJo4XBxPhc1-nFVPO4Cmmq6SxSkaZCPZE3RUVsykug1bHpH8lwE=s480-c,wait,14/12/2017,,Parkir Liar,-6.178416,106.844635,Kramat,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1092761,Bahu jalan,http://lh3.googleusercontent.com/YleIzC6AWTYrrqj6XMdzL87rUVQ9HhYaboIqGPvPjdhzpvW2ri_7gtiBdAOH-WZFSRao-GozsN053FMdTqwvg2o0ybLc=s480-c,wait,18/12/2017,,Parkir Liar,-6.171198,106.809753,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1092764,Bahu jalan..,http://lh3.googleusercontent.com/yvxYRtJ-J8NXcxGRWMexjRiycZZX8G-j2NKaoCXoXVHnxjXBkIkbnTV_U7RJP0efpm6MKJG9krQa2KDloYAyanyWbFSuuw=s480-c,wait,18/12/2017,,Parkir Liar,-6.171464,106.80925,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1093044,Parkir karyawan di atas trotoar.. tindak!!,http://lh3.googleusercontent.com/qtc_9g1xRQO9cVMnypoty13wgpwc2TksWdaadVDEp_9q10llbtqgvUfv7YVTfKKF3pXq_2LTq4e8G4AChQpgKkkvpTc=s480-c,wait,19/12/2017,,Parkir Liar,-6.170831,106.81266,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1093153,#parkirinap sewa trotoar,http://lh3.googleusercontent.com/gWl38TWXEooucqtUCnpeouiWH7IhiEyzRjr813kFDEq3dm_HI8Zd0X26g7YqUJV4xHcButSQo2z6XQFoe_4ISr-kC6SIOQ=s480-c,wait,19/12/2017,,Parkir Liar,-6.173737,106.857521,Harapan Mulya,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1093927,Trotoar di buat bagus membuat parkir liar semakin nyaman..hak pejalan kaki hilang...,http://lh3.googleusercontent.com/ZCvWwLXdzIWjD1Dh9wqPONPNKSGwCOFK22szWukDlWeb7HykKWiSHy9QWjhrtqHmaqp1MqjNpTEyKRZcFPR-teClUtHkHg=s480-c,wait,21/12/2017 11:57,,Parkir Liar,-6.163985,106.820511,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1094182,"Parli mobil jaman now, hayo punya siapa tuh? Pantea trotoar cepet rusak",http://lh3.googleusercontent.com/5BJsdEInnnqKkQMUgOI2ZdKrLk-C7M-toy9L5lfyTi1kaNcCs-sAFUuUBu8YBzQ6-YjyGJy_d1-D0z79YT92VFB3gueQ=s480-c,wait,22/12/2017 07:25,,Parkir Liar,-6.169214,106.80825,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1094871,Trotoar nya alih fungsi menjadi tempat parkir,http://lh3.googleusercontent.com/2pXTWPaOVI0zevNQtk2m0Fgpgp6okD9LD9C_xx9_SZEgfm1_MRnl3ygUol7vHQAECBMd-VnPDNf7IFjU9hxs3TkCDnTsQQ=s480-c,complete,24/12/2017 08:19,12/28/17 7:40 AM,Parkir Liar,-6.183611,106.8125,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1095738,jalan raya bukan garasi. parkir ditrotoar . derek mobilnya,http://lh3.googleusercontent.com/OZlCWcIJ0Bd0bKfj6p0cjWVDKLemR5RlVjAuwewSF5outvHlDKKpeoxsp3xFDXA0AG52S3kxxG5boY0Y7GTPaIeEGCHN=s480-c,complete,27/12/2017 05:18,01/11/2018 07:16,Parkir Liar,-6.203988,106.849281,Pegangsaan,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1095787,motor parkir ditrotoar. kempesin ban motornya. lokasi dekat kelurahan 50mtr didepan,http://lh3.googleusercontent.com/DM_hvbqO-LSps3Mnq0xgbC9zmwHX8jq7EKaM3uJrW2Zkx2vesyxwvZ4mFs28zxkjmFysrs1vV5RR_H5MT3ErbqiVJvNKYw=s480-c,wait,27/12/2017 07:15,,Parkir Liar,-6.199903,106.842033,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1098145,Angkot di atas trotoar.,http://lh3.googleusercontent.com/V7trvKjXiNkPf1TSb1XrgCgTfNedsFAdReuZc91UIyW9VsCPIGYBfu4lDdl1NhAXDTK_JhyyFU7KJWu3V4uBiou_omlu=s480-c,complete,01/04/2018,01/06/2018 01:34,Parkir Liar,-6.161139,106.809853,Duri Pulo,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1100624,Parkir trotoar #parkirinap,http://qlueinvideos.storage.googleapis.com/5a55c3edba3ec.mp4,wait,01/10/2018,,Parkir Liar,-6.186362,106.830528,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1101522,Parkir di atas trotoar,http://lh3.googleusercontent.com/3WG6ynguZ3w9XsQ_8RbTiWfZ0NuRsLdDGzrH5e6AxP2b9DbZxAx4NSNTjrUun_-KXD-egr_vr8sp9CiWLJMVYOBmKYAOzg=s480-c,wait,01/12/2018,,Parkir Liar,-6.165012,106.808182,Duri Pulo,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1102337,Hebat ya bisa parkir di tempat pejalan kaki. Dia pikir trotoar dibuat khusus buat parkirnya.,http://lh3.googleusercontent.com/X_KzgX2CMZJJ0CAbxPqfSFZs9eTZmn3KehvXkf-IdzyIZagC19bjn_eJfVXsrdigUTdM5YvWoy-pupiyaCQH1lXOQO_u=s480-c,complete,15/01/2018 00:10,1/16/18 6:52 AM,Parkir Liar,-6.195336,106.843155,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1103153,Parli motor di atas trotoar,http://lh3.googleusercontent.com/m-_hpdKzPhSArBfEtF0CshNmsYgZ-vijwPl3qyplmCamPUDSipJIy1TjDVGiehjt_-IWKr2TvgPvxW3-5tIoc3sy9a1D=s480-c,wait,17/01/2018 06:56,,Parkir Liar,-6.154882,106.836472,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1103231,Sepanjang jalan kanan kiri depan bank mandiri seberang marrkas tni kebon sirih dibuat parkir di trotoar padahal ada dishub dg traktornya tp main hp dan ngobrol \u1f60e\u1f60e\u1f60e\u1f60e #jalanlingkungan #parkirinap #aparat,http://lh3.googleusercontent.com/dhlJsW7-t4lpMFTvit6FnLrtlnCiQGh83JMi3mPuxNCh5l51yI7wqvSXXeGVgZqqTTG-invVjx1MLcI-8bLuMrRwcCQOzQ=s480-c,wait,17/01/2018 12:55,,Parkir Liar,-6.183299,106.825867,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1103444,parkir liar dibahu jalan sumurbatu,http://lh3.googleusercontent.com/1mjn6RyD6E_XskQZ2AVOSo7eLQYKKX2_IPy8j-vYtCl4jslj3NSl3XLuzM8UqxVdps8KtkS7VQUL2TjVMcsjVgAeJTs-=s480-c,wait,18/01/2018 04:20,,Parkir Liar,-6.159034,106.869598,Sumur Batu,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1103782,Mobil B2562 UFI sejak 1-2 minggu lalu rutin parkir di trotoar Jl. Cempaka Putih Tengah XXX di sebelah FT UMJ. Tolong tertibkan sebelum jadi kebiasaan parkir di situ. #jalanlingkungan,http://lh3.googleusercontent.com/FOw39Iv7KZIfRZMmzFpCjjslFSNnD63hJcQEwa8E7iWGyNkZkPW3xBim2fbUZ6T1rM3qXCMxIZnhRck2DnvEysGVboDiig=s480-c,wait,19/01/2018 04:14,,Parkir Liar,-6.17197,106.872452,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1104646,Parli  #parkirtrotoar,http://lh3.googleusercontent.com/F4PHaP3WgwSRY4Y0XLIc9Dl92GZ8ngfjfQoEYIT3T_90qKXk1FHOC_lcJGy-jEqblRnMt-k_Jcci54_y4-crgkDHbAxA=s480-c,complete,22/01/2018 00:15,1/30/18 8:02 AM,Parkir Liar,-6.198596,106.854156,Paseban,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1105329,#gojek #grab #parkir bahu jalan stasiun,http://lh3.googleusercontent.com/F9JwPON-s-V5_wOU6-U75v51xdfOSK2d2UoX9HJsxhecVxe5Oq7Zb6UjnJYf0vWwgizHbgt9cAp5QkFaXakfNBE_xFA=s480-c,wait,24/01/2018 02:17,,Parkir Liar,-6.202561,106.824539,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1105827,"Parli mobol diatas trotoar di depan rumah dinas tni ad, kelurahan bungur",http://lh3.googleusercontent.com/OCFPy1xRYAMfXYFCtRjHZOsFg1Dp5ITkY8UrahB1LWAQjgy-RlLDK8uptScJYBWLmoJNhSQ-vO2jXlBtPWNRVnRj23Os=s480-c,complete,25/01/2018 06:43,1/27/18 1:26 AM,Parkir Liar,-6.174271,106.849602,Bungur,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1105946,"Parkir di trotoar, enak banget ngalangin orang jalan",http://lh3.googleusercontent.com/WYgPHR7ChtRw2PUKWtExQETCHtvvWDpm2h7M8L8RAIqW2P6weffXxvFPH297g3fUJdlMsPou9sqvoe9flcG_1CrIROsuuw=s480-c,wait,25/01/2018 12:56,,Parkir Liar,-6.167378,106.814003,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1105950,"Parkir siang malam ditrotoar, mgga peduli pejalan kaki",http://lh3.googleusercontent.com/YVgyYOgLaEGrktaTcg4l2aKEThhcX5k_IR7czu7uODsh8rQYoe6EdoWzcxS8Y4C67N7fA4CsUL_Uw2ihO9YfQ7gPJokbqQ=s480-c,wait,25/01/2018 13:03,,Parkir Liar,-6.1671,106.813736,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1105966,"Ojol, gocar, grabcar parkir ngabisin trotoar dan bahu jalan..tolong ditindak..pada suka kencing sembarangan juga",http://lh3.googleusercontent.com/HmF-dyZ4x9WMOipkOI7XY_9W_plXDtzsxDUGPjfPweACxR6xCbZR0OkB15tZMqg4FM7tPYfbnVd6qwtS3guhl6xDYa_2=s480-c,wait,25/01/2018 14:19,,Parkir Liar,-6.177789,106.831161,Gambir,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1106255,"Trotoar penuh parli motor,gerobak depan prodia",http://lh3.googleusercontent.com/VZ_XLe6TKdef3t9uvtU4JCYb7W9mWN38lznre2o_8uEQC8RY-P6ynIgtDBKveYysR9EvfmICcRRmEB9W_aQgko9-yjeh=s480-c,complete,26/01/2018 09:51,02/05/2018 03:07,Parkir Liar,-6.188648,106.846046,Kenari,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1106944,Parkiran liar ditrotoar dekat TRANSMART,http://lh3.googleusercontent.com/sQeznECGrJd6_Ue-6oVdV4AtF2LzQ-04b8r69Q7SsjdxxJQJH_Dg4StmA5OSw687PCYfD-wk7e4BBadtQZrx_2GKLWH3Ew=s480-c,wait,28/01/2018 10:28,,Parkir Liar,-6.169178,106.877136,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
